date,num1,num2,num3,num4,num5,num6,sup1,sup2
02/12/2009,3,6,12,20,32,39,23,25
25/11/2009,8,27,31,39,41,42,3,25
18/11/2009,7,10,14,16,28,34,4,31
11/11/2009,2,9,23,35,36,45,1,28
04/11/2009,3,17,24,32,38,44,12,23
28/10/2009,1,9,32,33,35,36,14,16
21/10/2009,7,12,14,28,30,38,4,36
14/10/2009,3,12,17,30,39,43,5,36
07/10/2009,11,17,21,25,30,33,36,44
30/09/2009,1,4,14,21,23,45,30,31
23/09/2009,31,35,36,42,44,45,20,29
16/09/2009,5,6,25,29,36,39,14,15
09/09/2009,9,12,17,23,31,38,10,28
02/09/2009,12,19,23,26,28,43,30,36
26/08/2009,1,2,12,14,20,35,34,39
19/08/2009,4,10,13,17,18,25,24,40
12/08/2009,7,11,24,29,31,39,3,6
05/08/2009,3,4,25,32,33,43,17,36
29/07/2009,9,12,28,31,32,45,16,17
22/07/2009,1,7,8,11,28,30,33,35
